id,name,pool,role,overall,grade,original_nationality,original_club,nationality,club,review_status,notes,database_name,database_uid,database_ca,database_pa,database_nationality,database_club
real-mid-136,路易斯·苏亚雷斯·米拉蒙特斯,MID,AM,88,A,西班牙,传奇球员,西班牙,,待审阅,,,,,,,
real-mid-137,米歇尔·普拉蒂尼,MID,AM,89,A,法国,传奇球员,法国,,待审阅,,,,,,,
real-mid-138,阿兰·吉雷瑟,MID,AM,84,B,法国,传奇球员,法国,,待审阅,,,,,,,
real-mid-139,让·蒂加纳,MID,DM,84,B,法国,传奇球员,法国,,待审阅,,,,,,,
real-mid-140,米夏埃尔·巴拉克,MID,AM,85,B,德国,传奇球员,德国,,待审阅,,,,,,,
real-mid-141,施特凡·埃芬博格,MID,DM,83,B,德国,传奇球员,德国,,待审阅,,,,,,,
real-mid-142,德扬·斯坦科维奇,MID,DM,83,B,塞尔维亚,传奇球员,塞尔维亚,,待审阅,,,,,,,
real-mid-143,罗伯特·普罗辛内茨基,MID,AM,83,B,克罗地亚,传奇球员,克罗地亚,,待审阅,,,,,,,
real-mid-144,兹沃尼米尔·博班,MID,AM,84,B,克罗地亚,传奇球员,克罗地亚,,待审阅,,,,,,,
real-mid-145,图加伊·克里莫格鲁,MID,DM,82,B,土耳其,传奇球员,土耳其,,待审阅,,,,,,,
real-mid-146,中田英寿,MID,AM,82,B,日本,传奇球员,日本,,待审阅,,,,,,,
real-mid-147,朴智星,MID,RM,82,B,韩国,传奇球员,韩国,,待审阅,,,,,,,
real-mid-148,哈维尔·马斯切拉诺,MID,DM,83,B,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-mid-149,迈克尔·埃辛,MID,DM,84,B,加纳,传奇球员,加纳,,待审阅,,,,,,,
real-mid-150,克劳德·马克莱莱,MID,DM,87,A,法国,传奇球员,法国,,待审阅,,,,,,,
real-mid-151,德西雷·杜埃,MID,AM,81,B,法国,巴黎圣日耳曼,法国,巴黎圣日耳曼,待审阅,,,,,,,
real-mid-152,埃利奥特·安德森,MID,DM,77,C,英格兰,诺丁汉森林,英格兰,诺丁汉森林,待审阅,,,,,,,
real-mid-153,安杰洛·施蒂勒,MID,DM,80,B,德国,斯图加特,德国,斯图加特,待审阅,,,,,,,
real-mid-154,费利克斯·恩梅查,MID,DM,77,C,德国,多特蒙德,德国,多特蒙德,待审阅,,,,,,,
real-mid-155,费尔明·洛佩斯,MID,AM,79,C,西班牙,巴塞罗那,西班牙,巴塞罗那,待审阅,,,,,,,
real-mid-156,萨穆埃莱·里奇,MID,DM,77,C,意大利,AC米兰,意大利,AC米兰,待审阅,,,,,,,
real-mid-157,马努·科内,MID,DM,77,C,法国,罗马,法国,罗马,待审阅,,,,,,,
real-mid-158,尼科洛·罗韦拉,MID,DM,77,C,意大利,拉齐奥,意大利,拉齐奥,待审阅,,,,,,,
real-mid-159,埃德松·席尔瓦,MID,DM,79,C,巴西,亚特兰大,巴西,亚特兰大,待审阅,,,,,,,
real-mid-160,恩佐·勒费埃,MID,AM,75,C,法国,桑德兰,法国,桑德兰,待审阅,,,,,,,
real-mid-161,罗密欧·拉维亚,MID,DM,76,C,比利时,切尔西,比利时,切尔西,待审阅,,,,,,,
real-mid-162,本杰明·安德烈,MID,DM,77,C,法国,里尔,法国,里尔,待审阅,,,,,,,
real-mid-163,哈维·西蒙斯,MID,AM,81,B,荷兰,托特纳姆热刺,荷兰,托特纳姆热刺,待审阅,,,,,,,
real-mid-164,摩根·吉布斯-怀特,MID,AM,79,C,英格兰,诺丁汉森林,英格兰,诺丁汉森林,待审阅,,,,,,,
real-mid-165,凯夫伦·图拉姆,MID,DM,79,C,法国,尤文图斯,法国,尤文图斯,待审阅,,,,,,,
real-mid-166,蒂贾尼·赖因德斯,MID,AM,81,B,荷兰,曼城,荷兰,曼城,待审阅,,,,,,,
real-mid-167,马丁·苏比门迪,MID,DM,81,B,西班牙,阿森纳,西班牙,阿森纳,待审阅,,,,,,,
real-mid-168,亚历克斯·巴埃纳,MID,AM,79,C,西班牙,马德里竞技,西班牙,马德里竞技,待审阅,,,,,,,
real-mid-169,科比·梅努,MID,DM,77,C,英格兰,曼联,英格兰,曼联,待审阅,,,,,,,
real-mid-170,拉扬·谢尔基,MID,AM,81,B,法国,曼城,法国,曼城,待审阅,,,,,,,
real-mid-171,阿图尔·费尔梅伦,MID,DM,76,C,比利时,马赛,比利时,马赛,待审阅,,,,,,,
real-mid-172,拉明·卡马拉,MID,DM,76,C,塞内加尔,摩纳哥,塞内加尔,摩纳哥,待审阅,,,,,,,
real-mid-173,安德雷·桑托斯,MID,DM,77,C,巴西,切尔西,巴西,切尔西,待审阅,,,,,,,
real-mid-174,巴勃罗·巴里奥斯,MID,DM,79,C,西班牙,马德里竞技,西班牙,马德里竞技,待审阅,,,,,,,
real-mid-175,马克·卡萨多,MID,DM,77,C,西班牙,巴塞罗那,西班牙,巴塞罗那,待审阅,,,,,,,
real-att-001,姆巴佩,ATT,ST,93,S,法国,皇家马德里,法国,皇家马德里,待审阅,,,,,,,
real-att-002,哈兰德,ATT,ST,92,S,挪威,曼城,挪威,曼城,待审阅,,,,,,,
real-att-003,维尼修斯,ATT,LW,87,A,巴西,皇家马德里,巴西,皇家马德里,待审阅,,,,,,,
real-att-004,萨拉赫,ATT,RW,85,B,埃及,利物浦,埃及,利物浦,待审阅,,,,,,,
real-att-005,凯恩,ATT,ST,85,B,英格兰,拜仁慕尼黑,英格兰,拜仁慕尼黑,待审阅,,,,,,,
real-att-006,劳塔罗,ATT,ST,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-007,莱万多夫斯基,ATT,ST,84,B,波兰,巴塞罗那,波兰,巴塞罗那,待审阅,,,,,,,
real-att-008,奥斯梅恩,ATT,ST,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-009,格列兹曼,ATT,ST,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-010,萨卡,ATT,RW,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-011,马蒂亚斯·苏莱,ATT,RW,84,B,阿根廷,罗马,阿根廷,罗马,待审阅,,,,,,,
real-att-012,罗德里戈,ATT,RW,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-013,克瓦拉茨赫利亚,ATT,LW,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-014,登贝莱,ATT,RW,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-015,拉菲尼亚,ATT,RW,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-016,路易斯·迪亚斯,ATT,LW,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-017,加克波,ATT,LW,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-018,努涅斯,ATT,ST,80,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-019,若塔,ATT,ST,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-020,迪亚比,ATT,RW,80,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-021,马丁内利,ATT,LW,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-022,热苏斯,ATT,ST,80,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-023,哈弗茨,ATT,ST,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-024,特罗萨德,ATT,LW,80,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-025,孙兴慜,ATT,LW,84,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-026,理查利森,ATT,ST,77,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-027,库卢塞夫斯基,ATT,RW,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-028,伊萨克,ATT,ST,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-029,戈登,ATT,LW,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-030,沃特金斯,ATT,ST,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-031,鲍文,ATT,RW,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-032,托尼,ATT,ST,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-033,索兰克,ATT,ST,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-034,埃利耶·瓦希,ATT,LW,76,C,法国,法兰克福,法国,法兰克福,待审阅,,,,,,,
real-att-035,加纳乔,ATT,LW,77,C,阿根廷,未登记俱乐部,阿根廷,,待审阅,,,,,,,
real-att-036,拉什福德,ATT,LW,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-037,齐尔克泽,ATT,ST,75,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-038,阿尔瓦雷斯,ATT,ST,83,B,阿根廷,未登记俱乐部,阿根廷,,待审阅,,,,,,,
real-att-039,菲利克斯,ATT,ST,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-040,莫拉塔,ATT,ST,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-041,尼科·威廉姆斯,ATT,LW,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-042,姆贝乌莫,ATT,RW,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-043,久保建英,ATT,RW,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-044,多夫比克,ATT,ST,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-045,索尔洛特,ATT,ST,79,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-046,恩德里克,ATT,ST,76,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-047,吉拉西,ATT,ST,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-048,奥蓬达,ATT,ST,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-049,博尼费斯,ATT,ST,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-050,马尔穆什,ATT,LW,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-051,萨内,ATT,RW,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-052,科曼,ATT,LW,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-053,格纳布里,ATT,RW,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-054,奥利塞,ATT,RW,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-055,阿德耶米,ATT,LW,77,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-056,马伦,ATT,RW,77,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-057,堂安律,ATT,RW,77,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-058,小图拉姆,ATT,ST,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-059,弗拉霍维奇,ATT,ST,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-060,卢卡库,ATT,ST,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-061,莱奥,ATT,LW,83,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-062,普利西奇,ATT,RW,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-063,基耶萨,ATT,RW,81,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-064,迪巴拉,ATT,ST,83,B,阿根廷,未登记俱乐部,阿根廷,,待审阅,,,,,,,
real-att-065,因莫比莱,ATT,ST,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-066,卢克曼,ATT,LW,82,B,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-067,贝拉尔迪,ATT,RW,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-068,穆阿尼,ATT,ST,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-069,巴尔科拉,ATT,LW,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-070,贡萨洛·拉莫斯,ATT,ST,77,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-071,戴维,ATT,ST,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-072,拉卡泽特,ATT,ST,78,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-073,本耶德尔,ATT,ST,76,C,未登记,未登记俱乐部,,,待审阅,,,,,,,
real-att-074,C罗,ATT,ST,94,S,葡萄牙,利雅得胜利,葡萄牙,利雅得胜利,待审阅,,,,,,,
real-att-075,梅西,ATT,RW,96,S,阿根廷,迈阿密国际,阿根廷,迈阿密国际,待审阅,,,,,,,
real-att-076,内马尔,ATT,LW,88,A,巴西,桑托斯,巴西,桑托斯,待审阅,,,,,,,
real-att-077,苏亚雷斯,ATT,ST,87,A,乌拉圭,迈阿密国际,乌拉圭,迈阿密国际,待审阅,,,,,,,
real-att-078,本泽马,ATT,ST,87,A,法国,吉达联合,法国,吉达联合,待审阅,,,,,,,
real-att-079,贝尔,ATT,RW,85,B,威尔士,皇家马德里,威尔士,皇家马德里,待审阅,,,,,,,
real-att-080,阿扎尔,ATT,LW,85,B,比利时,切尔西,比利时,切尔西,待审阅,,,,,,,
real-att-081,里贝里,ATT,LW,85,B,法国,拜仁慕尼黑,法国,拜仁慕尼黑,待审阅,,,,,,,
real-att-082,罗本,ATT,RW,87,A,荷兰,拜仁慕尼黑,荷兰,拜仁慕尼黑,待审阅,,,,,,,
real-att-083,伊布拉希莫维奇,ATT,ST,85,B,瑞典,巴黎圣日耳曼,瑞典,巴黎圣日耳曼,待审阅,,,,,,,
real-att-084,阿圭罗,ATT,ST,87,A,阿根廷,曼城,阿根廷,曼城,待审阅,,,,,,,
real-att-085,鲁尼,ATT,ST,87,A,英格兰,曼联,英格兰,曼联,待审阅,,,,,,,
real-att-086,亨利,ATT,ST,88,A,法国,阿森纳,法国,阿森纳,待审阅,,,,,,,
real-att-087,博格坎普,ATT,ST,87,A,荷兰,阿森纳,荷兰,阿森纳,待审阅,,,,,,,
real-att-088,德罗巴,ATT,ST,85,B,科特迪瓦,切尔西,科特迪瓦,切尔西,待审阅,,,,,,,
real-att-089,托雷斯,ATT,ST,84,B,西班牙,利物浦,西班牙,利物浦,待审阅,,,,,,,
real-att-090,埃托奥,ATT,ST,87,A,喀麦隆,巴塞罗那,喀麦隆,巴塞罗那,待审阅,,,,,,,
real-att-091,大罗,ATT,ST,96,S,巴西,国际米兰,巴西,国际米兰,待审阅,,,,,,,
real-att-092,罗马里奥,ATT,ST,88,A,巴西,瓦斯科达伽马,巴西,瓦斯科达伽马,待审阅,,,,,,,
real-att-093,巴蒂斯图塔,ATT,ST,86,A,阿根廷,佛罗伦萨,阿根廷,佛罗伦萨,待审阅,,,,,,,
real-att-094,舍甫琴科,ATT,ST,86,A,乌克兰,AC米兰,乌克兰,AC米兰,待审阅,,,,,,,
real-att-095,范巴斯滕,ATT,ST,89,A,荷兰,AC米兰,荷兰,AC米兰,待审阅,,,,,,,
real-att-096,克鲁伊夫,ATT,ST,89,A,荷兰,阿贾克斯,荷兰,阿贾克斯,待审阅,,,,,,,
real-att-097,马拉多纳,ATT,ST,97,S,阿根廷,那不勒斯,阿根廷,那不勒斯,待审阅,,,,,,,
real-att-098,贝利,ATT,ST,97,S,巴西,桑托斯,巴西,桑托斯,待审阅,,,,,,,
real-att-099,加林查,ATT,RW,89,A,巴西,博塔弗戈,巴西,博塔弗戈,待审阅,,,,,,,
real-att-100,尤西比奥,ATT,ST,88,A,葡萄牙,本菲卡,葡萄牙,本菲卡,待审阅,,,,,,,
real-att-101,本杰明·谢什科,ATT,ST,82,B,斯洛文尼亚,曼联,斯洛文尼亚,曼联,待审阅,,,,,,,
real-att-102,雨果·埃基蒂克,ATT,ST,81,B,法国,利物浦,法国,利物浦,待审阅,,,,,,,
real-att-103,尼克·沃尔特马德,ATT,ST,76,C,德国,斯图加特,德国,斯图加特,待审阅,,,,,,,
real-att-104,萨穆·阿格霍瓦,ATT,ST,78,C,西班牙,波尔图,西班牙,波尔图,待审阅,,,,,,,
real-att-105,埃万·弗格森,ATT,ST,76,C,爱尔兰,罗马,爱尔兰,罗马,待审阅,,,,,,,
real-att-106,乔纳森·戴维,ATT,ST,82,B,加拿大,尤文图斯,加拿大,尤文图斯,待审阅,,,,,,,
real-att-107,圣地亚哥·希门尼斯,ATT,ST,81,B,墨西哥,AC米兰,墨西哥,AC米兰,待审阅,,,,,,,
real-att-108,利亚姆·德拉普,ATT,ST,78,C,英格兰,切尔西,英格兰,切尔西,待审阅,,,,,,,
real-att-109,康拉德·哈德,ATT,ST,75,C,丹麦,葡萄牙体育,丹麦,葡萄牙体育,待审阅,,,,,,,
real-att-110,伊戈尔·蒂亚戈,ATT,ST,76,C,巴西,布伦特福德,巴西,布伦特福德,待审阅,,,,,,,
real-att-111,杰米·拜诺-吉滕斯,ATT,LW,78,C,英格兰,切尔西,英格兰,切尔西,待审阅,,,,,,,
real-att-112,安东尼奥·努萨,ATT,LW,78,C,挪威,RB莱比锡,挪威,RB莱比锡,待审阅,,,,,,,
real-att-113,马利克·福法纳,ATT,LW,76,C,比利时,里昂,比利时,里昂,待审阅,,,,,,,
real-att-114,克里斯托斯·佐利斯,ATT,LW,76,C,希腊,布鲁日,希腊,布鲁日,待审阅,,,,,,,
real-att-115,朱利安·杜兰维尔,ATT,LW,75,C,比利时,多特蒙德,比利时,多特蒙德,待审阅,,,,,,,
real-att-116,罗杰·费尔南德斯,ATT,LW,75,C,葡萄牙,布拉加,葡萄牙,布拉加,待审阅,,,,,,,
real-att-117,奥斯卡·鲍勃,ATT,RW,76,C,挪威,曼城,挪威,曼城,待审阅,,,,,,,
real-att-118,扬库巴·明特,ATT,RW,76,C,冈比亚,布莱顿,冈比亚,布莱顿,待审阅,,,,,,,
real-att-119,约翰·巴卡约科,ATT,RW,78,C,比利时,RB莱比锡,比利时,RB莱比锡,待审阅,,,,,,,
real-att-120,鲁尼·巴尔德吉,ATT,RW,75,C,瑞典,巴塞罗那,瑞典,巴塞罗那,待审阅,,,,,,,
real-att-121,埃斯特旺,ATT,RW,81,B,巴西,切尔西,巴西,切尔西,待审阅,,,,,,,
real-att-122,乔瓦尼·昆达,ATT,RW,78,C,葡萄牙,葡萄牙体育,葡萄牙,葡萄牙体育,待审阅,,,,,,,
real-att-123,弗朗西斯科·孔塞桑,ATT,RW,81,B,葡萄牙,尤文图斯,葡萄牙,尤文图斯,待审阅,,,,,,,
real-att-124,阿卜杜勒卡迪尔·厄米尔,ATT,RW,75,C,土耳其,诺维奇,土耳其,诺维奇,待审阅,,,,,,,
real-att-125,马格内斯·阿克利乌什,ATT,RW,81,B,法国,摩纳哥,法国,摩纳哥,待审阅,,,,,,,
real-att-126,费伦茨·普斯卡什,ATT,ST,89,A,匈牙利,传奇球员,匈牙利,,待审阅,,,,,,,
real-att-127,阿尔弗雷多·迪斯蒂法诺,ATT,ST,89,A,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-att-128,盖德·穆勒,ATT,ST,89,A,德国,传奇球员,德国,,待审阅,,,,,,,
real-att-129,罗伯托·巴乔,ATT,ST,88,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-att-130,亚历山德罗·德尔·皮耶罗,ATT,ST,88,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-att-131,弗朗切斯科·托蒂,ATT,ST,88,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-att-132,乔治·维阿,ATT,ST,88,A,利比里亚,传奇球员,利比里亚,,待审阅,,,,,,,
real-att-133,米罗斯拉夫·克洛泽,ATT,ST,85,B,德国,传奇球员,德国,,待审阅,,,,,,,
real-att-134,大卫·比利亚,ATT,ST,86,A,西班牙,传奇球员,西班牙,,待审阅,,,,,,,
real-att-135,劳尔·冈萨雷斯,ATT,ST,88,A,西班牙,传奇球员,西班牙,,待审阅,,,,,,,
real-att-136,雨果·桑切斯,ATT,ST,88,A,墨西哥,传奇球员,墨西哥,,待审阅,,,,,,,
real-att-137,肯佩斯,ATT,ST,88,A,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-att-138,保罗·罗西,ATT,ST,86,A,意大利,传奇球员,意大利,,待审阅,,,,,,,
real-att-139,奥马尔·西沃里,ATT,ST,87,A,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-att-140,丹尼斯·劳,ATT,ST,86,A,苏格兰,传奇球员,苏格兰,,待审阅,,,,,,,
real-att-141,乔治·贝斯特,ATT,RW,88,A,北爱尔兰,传奇球员,北爱尔兰,,待审阅,,,,,,,
real-att-142,斯坦利·马修斯,ATT,RW,87,A,英格兰,传奇球员,英格兰,,待审阅,,,,,,,
real-att-143,托斯唐,ATT,ST,86,A,巴西,传奇球员,巴西,,待审阅,,,,,,,
real-att-144,雅伊济尼奥,ATT,RW,87,A,巴西,传奇球员,巴西,,待审阅,,,,,,,
real-att-145,里奥内尔·斯卡洛尼,ATT,RW,81,B,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-att-146,克劳迪奥·卡尼吉亚,ATT,ST,84,B,阿根廷,传奇球员,阿根廷,,待审阅,,,,,,,
real-att-147,恩佐·弗朗西斯科利,ATT,ST,84,B,乌拉圭,传奇球员,乌拉圭,,待审阅,,,,,,,
real-att-148,迭戈·弗兰,ATT,ST,84,B,乌拉圭,传奇球员,乌拉圭,,待审阅,,,,,,,
real-att-149,马塞洛·萨拉斯,ATT,ST,84,B,智利,传奇球员,智利,,待审阅,,,,,,,
real-att-150,伊万·萨莫拉诺,ATT,ST,84,B,智利,传奇球员,智利,,待审阅,,,,,,,
real-att-151,维克托·哲凯赖什,ATT,ST,83,B,瑞典,阿森纳,瑞典,阿森纳,待审阅,,,,,,,
real-att-152,约安·维萨,ATT,ST,78,C,刚果民主共和国,纽卡斯尔联,刚果民主共和国,纽卡斯尔联,待审阅,,,,,,,
real-att-153,布赖恩·姆伯莫,ATT,RW,82,B,喀麦隆,曼联,喀麦隆,曼联,待审阅,,,,,,,
real-att-154,马特乌斯·库尼亚,ATT,ST,80,B,巴西,曼联,巴西,曼联,待审阅,,,,,,,
real-att-155,安东尼·埃兰加,ATT,LW,77,C,瑞典,纽卡斯尔联,瑞典,纽卡斯尔联,待审阅,,,,,,,
real-att-156,穆罕默德·库杜斯,ATT,RW,77,C,加纳,托特纳姆热刺,加纳,托特纳姆热刺,待审阅,,,,,,,
real-att-157,诺尼·马杜埃凯,ATT,RW,77,C,英格兰,阿森纳,英格兰,阿森纳,待审阅,,,,,,,
real-att-158,埃贝雷奇·埃泽,ATT,LW,80,B,英格兰,阿森纳,英格兰,阿森纳,待审阅,,,,,,,
real-att-159,约纳坦·布卡特,ATT,ST,77,C,德国,法兰克福,德国,法兰克福,待审阅,,,,,,,
real-att-160,德尼兹·翁达夫,ATT,ST,76,C,德国,斯图加特,德国,斯图加特,待审阅,,,,,,,
real-att-161,维克托·博尼费斯,ATT,ST,77,C,尼日利亚,勒沃库森,尼日利亚,勒沃库森,待审阅,,,,,,,
real-att-162,凯南·伊尔迪兹,ATT,LW,82,B,土耳其,尤文图斯,土耳其,尤文图斯,待审阅,,,,,,,
real-att-163,阿德莫拉·卢克曼,ATT,LW,82,B,尼日利亚,亚特兰大,尼日利亚,亚特兰大,待审阅,,,,,,,
real-att-164,拉斯穆斯·霍伊伦,ATT,ST,76,C,丹麦,那不勒斯,丹麦,那不勒斯,待审阅,,,,,,,
real-att-165,莫伊塞·基恩,ATT,ST,80,B,意大利,佛罗伦萨,意大利,佛罗伦萨,待审阅,,,,,,,
real-att-166,安热-约安·邦尼,ATT,ST,75,C,法国,国际米兰,法国,国际米兰,待审阅,,,,,,,
real-att-167,弗朗切斯科·皮奥·埃斯波西托,ATT,ST,75,C,意大利,国际米兰,意大利,国际米兰,待审阅,,,,,,,
real-att-168,安特·布迪米尔,ATT,ST,77,C,克罗地亚,奥萨苏纳,克罗地亚,奥萨苏纳,待审阅,,,,,,,
real-att-169,阿约塞·佩雷斯,ATT,ST,76,C,西班牙,比利亚雷亚尔,西班牙,比利亚雷亚尔,待审阅,,,,,,,
real-att-170,乔治·米卡乌塔泽,ATT,ST,77,C,格鲁吉亚,比利亚雷亚尔,格鲁吉亚,比利亚雷亚尔,待审阅,,,,,,,
real-att-171,梅森·格林伍德,ATT,RW,80,B,英格兰,马赛,英格兰,马赛,待审阅,,,,,,,
real-att-172,伊戈尔·派尚,ATT,LW,77,C,巴西,马赛,巴西,马赛,待审阅,,,,,,,
real-att-173,伊曼纽尔·埃梅加,ATT,ST,76,C,荷兰,斯特拉斯堡,荷兰,斯特拉斯堡,待审阅,,,,,,,
real-att-174,布拉德利·巴尔科拉,ATT,LW,82,B,法国,巴黎圣日耳曼,法国,巴黎圣日耳曼,待审阅,,,,,,,
real-att-175,拉明·亚马尔,ATT,RW,84,B,西班牙,巴塞罗那,西班牙,巴塞罗那,待审阅,,,,,,,
